anio;indicador;variable;nivel_agregacion;unidad_territorial;valor
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo del sector espacial. aeronáutico y de telecomunicaciones;Región;Centro;0.036310094
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Región;Centro;0.145779684
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Región;Centro;0.052469947
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Región;Centro;0.293868845
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Región;Centro;0.328748932
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Reducción de pobreza y desigualdades;País;Total país;0.469365191
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Calidad y disponibilidad de alimentos;Provincia;Metropolitana;0.202987936
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Región;Centro;0.151858761
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Región;Centro;0.008652679
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Región;Centro;0.027490885
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Región;Centro;0.018385293
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Región;Centro;0.013943845
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Calidad y disponibilidad de alimentos;País;Total país;0.212119879
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Educación inclusiva y de calidad;Provincia;Metropolitana;0.408072238
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Región;Centro;0.04701037
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";5;Región;Centro;0.034548907
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";6;Región;Centro;0.03654222
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";7;Región;Centro;0.083097797
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";8;Región;Centro;0.200008965
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Educación inclusiva y de calidad;País;Total país;0.400371955
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Salud accesible. equitativa y de calidad;Provincia;Metropolitana;0.436119067
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";9;Región;Centro;0.102795123
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";10- Contribuyen totalmente;Región;Centro;0.436176595
2023;"4.	¿Dirías que la provincia donde vivís tiene un lugar adelantado, intermedio o atrasado en ciencia y tecnología?";Adelantado;Región;Centro;0.09625323
2023;"4.	¿Dirías que la provincia donde vivís tiene un lugar adelantado, intermedio o atrasado en ciencia y tecnología?";Intermedio;Región;Centro;0.631136951
2023;"4.	¿Dirías que la provincia donde vivís tiene un lugar adelantado, intermedio o atrasado en ciencia y tecnología?";Atrasado;Región;Centro;0.272609819
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Salud accesible. equitativa y de calidad;País;Total país;0.461103037
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo del sector espacial. aeronáutico y de telecomunicaciones;Provincia;Metropolitana;0.054405751
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo de una economía sostenible;Región;Cuyo;0.423550047
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Reducción de pobreza y desigualdades;Región;Cuyo;0.474443515
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Calidad y disponibilidad de alimentos;Región;Cuyo;0.188443126
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Educación inclusiva y de calidad;Región;Cuyo;0.374564946
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Salud accesible. equitativa y de calidad;Región;Cuyo;0.432685654
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo del sector espacial. aeronáutico y de telecomunicaciones;País;Total país;0.044399056
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Provincia;Metropolitana;0.163718539
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo del sector espacial. aeronáutico y de telecomunicaciones;Región;Cuyo;0.034886478
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Región;Cuyo;0.14891824
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Región;Cuyo;0.037669631
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Región;Cuyo;0.369857938
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Región;Cuyo;0.296869503
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;País;Total país;0.154673724
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Provincia;Metropolitana;0.144476757
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Región;Cuyo;0.197671266
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Región;Cuyo;0.020439656
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Región;Cuyo;0.024326484
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Región;Cuyo;0.017119071
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Región;Cuyo;0.010746618
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;País;Total país;0.094999418
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Provincia;Metropolitana;0.299615552
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Región;Cuyo;0.043798416
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";5;Región;Cuyo;0.04930449
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";6;Región;Cuyo;0.025866824
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";7;Región;Cuyo;0.090962293
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";8;Región;Cuyo;0.186570653
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;País;Total país;0.301701909
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Provincia;Metropolitana;0.2647801
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";9;Región;Cuyo;0.108761121
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";10- Contribuyen totalmente;Región;Cuyo;0.44254403
2023;"4.	¿Dirías que la provincia donde vivís tiene un lugar adelantado, intermedio o atrasado en ciencia y tecnología?";Adelantado;Región;Cuyo;0.088695652
2023;"4.	¿Dirías que la provincia donde vivís tiene un lugar adelantado, intermedio o atrasado en ciencia y tecnología?";Intermedio;Región;Cuyo;0.620869565
2023;"4.	¿Dirías que la provincia donde vivís tiene un lugar adelantado, intermedio o atrasado en ciencia y tecnología?";Atrasado;Región;Cuyo;0.290434783
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;País;Total país;0.283400934
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;Provincia;Metropolitana;0.165263332
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo de una economía sostenible;Región;NEA;0.425937252
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Reducción de pobreza y desigualdades;Región;NEA;0.525903197
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Calidad y disponibilidad de alimentos;Región;NEA;0.262160159
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Educación inclusiva y de calidad;Región;NEA;0.388200821
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Salud accesible. equitativa y de calidad;Región;NEA;0.493874248
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar el desarrollo de las tecnologías de información e industria informática;País;Total país;0.164259043
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;Provincia;Metropolitana;0.013526405
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Desarrollo del sector espacial. aeronáutico y de telecomunicaciones;Región;NEA;0.032621145
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Potenciar la innovación en las empresas;Región;NEA;0.151841258
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Fortalecer la investigación marítima y el uso sostenible del Mar Argentino;Región;NEA;0.02868051
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Impulsar el desarrollo de energías renovables / transición energética;Región;NEA;0.273966722
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;Mejorar la calidad del aire. suelo y agua;Región;NEA;0.256111467
2023;18 ¿Y cuáles de los siguientes temas te resultan prioritarios para la agenda de ciencia y tecnología de la provincia donde vivís?;No sé;País;Total país;0.012869738
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;C.A.B.A.;0.00623053
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Buenos Aires;0.025534072
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Catamarca;0.009433962
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Chaco;0.024539877
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Chubut;0.026666667
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Córdoba;0.026229508
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Corrientes;0.024615385
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Entre Ríos;0.022727273
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Formosa;0.04
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Jujuy;0.025396825
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;La Pampa;0.011869436
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;La Rioja;0.01
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Mendoza;0.031884058
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Misiones;0.015625
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Neuquén;0.017910448
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Río Negro;0.027863777
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Salta;0.032679739
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;San Juan;0.008219178
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;San Luis;0.01948052
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Santa Cruz;0.029900332
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Santa Fe;0.030674847
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Santiago del Estero;0.023255814
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Tierra del Fuego;0.023333333
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";1- No contribuyen  para nada;Provincia;Tucumán;0.02295082
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;C.A.B.A.;0.021806854
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Buenos Aires;0.011172207
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Catamarca;0.012578616
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Chaco;0.027607362
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Chubut;0.01
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Córdoba;0.019672131
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Corrientes;0.030769231
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Entre Ríos;0.022727273
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Formosa;0.033333333
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Jujuy;0.025396825
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;La Pampa;0.020771513
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;La Rioja;0.02
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Mendoza;0.017391304
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Misiones;0.0125
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Neuquén;0.026865672
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Río Negro;0.027863777
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Salta;0.022875817
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;San Juan;0.019178082
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;San Luis;0.012987013
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Santa Cruz;0.023255814
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Santa Fe;0.015337423
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Santiago del Estero;0.009966777
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Tierra del Fuego;0.026666667
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";2;Provincia;Tucumán;0.02295082
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;C.A.B.A.;0.024922118
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Buenos Aires;0.015414667
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Catamarca;0.022012579
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Chaco;0.018404908
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Chubut;0.016666667
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Córdoba;0.026229508
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Corrientes;0.015384615
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Entre Ríos;0.016233766
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Formosa;0.036666667
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Jujuy;0.022222222
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;La Pampa;0.008902077
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;La Rioja;0.02
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Mendoza;0.005797101
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Misiones;0.021875
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Neuquén;0.029850746
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Río Negro;0.024767802
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Salta;0.003267974
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;San Juan;0.021917808
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;San Luis;0.012987013
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Santa Cruz;0.016611296
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Santa Fe;0
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Santiago del Estero;0.019933555
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Tierra del Fuego;0.01
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";3;Provincia;Tucumán;0.013114754
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;C.A.B.A.;0.068535826
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Buenos Aires;0.048758228
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Catamarca;0.056603774
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Chaco;0.018404908
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Chubut;0.056666667
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Córdoba;0.059016393
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Corrientes;0.043076923
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Entre Ríos;0.032467533
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Formosa;0.07
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Jujuy;0.057142857
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;La Pampa;0.053412463
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;La Rioja;0.073333333
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Mendoza;0.049275362
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Misiones;0.05625
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Neuquén;0.071641791
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Río Negro;0.043343653
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Salta;0.058823529
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;San Juan;0.043835616
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;San Luis;0.022727273
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Santa Cruz;0.03986711
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Santa Fe;0.039877301
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Santiago del Estero;0.069767442
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Tierra del Fuego;0.053333333
2023;"7.	¿En qué medida dirías que la ciencia, tecnología e innovación contribuyen a mejorar la calidad de vida de las personas?";4;Provincia;Tucumán;0.075409836
